"","Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"242",8004,"Pure Futbol","X360",2010,"Sports","Ubisoft",0.08,0.09,0,0.02,0.18
"243",15068,"F1 Race Stars","PC",2012,"Racing","Codemasters",0,0.02,0,0,0.02
"244",4874,"Rise of the Tomb Raider","X360",2015,"Adventure","Square Enix",0.17,0.19,0,0.03,0.4
"245",9453,"NeverDead","PS3",2012,"Shooter","Konami Digital Entertainment",0.06,0.04,0.01,0.02,0.13
"246",11579,"Rapala Pro Bass Fishing 2010","PS2",2010,"Sports","Activision",0.04,0.03,0,0.01,0.08
"247",11318,"Major League Baseball 2K12","DS",2012,"Sports","Take-Two Interactive",0.08,0,0,0.01,0.08
"248",12265,"Discworld","PS",1994,"Adventure","Psygnosis",0.04,0.02,0,0,0.06
"249",1480,"Final Fantasy X / X-2 HD Remaster","PS3",2013,"Role-Playing","Square Enix",0.43,0.4,0.32,0.18,1.33
"250",2868,"Dynasty Warriors 6","PS3",2007,"Action","Tecmo Koei",0.18,0.08,0.41,0.04,0.71
"251",1830,"Guitar Hero 5","PS2",2009,"Misc","Activision",0.28,0.3,0,0.54,1.12
"252",10886,"Fishing Master World Tour","Wii",2009,"Sports","Hudson Entertainment",0.09,0,0,0.01,0.09
"253",14006,"Sudoku Ball Detective","Wii",2009,"Puzzle","Playlogic Game Factory",0.02,0.01,0,0,0.04
"254",4576,"Mega Man Battle Network","GBA",2001,"Role-Playing","Capcom",0.14,0.05,0.22,0.01,0.42
"255",13305,"Color Cross","DS",2008,"Misc","Rising Star Games",0.04,0,0,0,0.05
"256",16337,"Greg Hastings' Tournament Paintball Max'd","PS2",2006,"Shooter","Activision",0.01,0,0,0,0.01
"257",15191,"Fritz Chess","DS",2009,"Strategy","Deep Silver",0.02,0,0,0,0.02
"258",12566,"Satisfashion","DS",2010,"Misc","Destineer",0.06,0,0,0,0.06
"259",5820,"Orphen: Scion of Sorcery","PS2",2000,"Role-Playing","Activision",0.15,0.12,0,0.04,0.31
"260",6822,"Atelier Meruru: Alchemist of Arland 3","PS3",2011,"Role-Playing","Nippon Ichi Software",0.05,0,0.18,0.01,0.24
"261",14497,"Big Mountain 2000","N64",1998,"Sports","Imagineer",0.02,0.01,0,0,0.03
"262",10301,"Robotech: Invasion","PS2",2004,"Shooter","Global Star",0.05,0.04,0,0.01,0.11
"263",13240,"Next Generation of Chaos","PS2",2002,"Role-Playing","Idea Factory",0,0,0.05,0,0.05
"264",9045,"Monster House","PS2",2006,"Adventure","THQ",0.07,0.05,0,0.02,0.14
"265",11135,"Hyperdimension Neptunia Re;Birth 2","PSV",2014,"Action","Idea Factory International",0.05,0.02,0,0.02,0.09
"266",4175,"Lego Batman 3: Beyond Gotham","WiiU",2014,"Action","Warner Bros. Interactive Entertainment",0.23,0.21,0,0.04,0.47
"267",11458,"Jikkyou Powerful Major League 2009","PS2",2009,"Sports","Konami Digital Entertainment",0,0,0.08,0,0.08
"268",13073,"Over the Hedge: Hammy Goes Nuts!","PSP",2006,"Platform","Activision",0.05,0,0,0,0.05
"269",14609,"Detective Opera: Milky Holmes 2","PSP",2012,"Adventure","BushiRoad",0,0,0.03,0,0.03
"270",8158,"EyeToy: Groove","PS2",2003,"Misc","Sony Computer Entertainment",0.09,0.07,0,0.02,0.18
"271",7485,"CSI: Deadly Intent","X360",2009,"Adventure","Ubisoft",0.1,0.08,0,0.02,0.21
"272",12482,"World Series of Poker 2008: Battle for the Bracelets","DS",2007,"Misc","Activision",0.05,0,0,0,0.06
"273",10042,"UEFA Euro 2016","PS3",2016,"Sports","Konami Digital Entertainment",0,0.08,0.02,0.01,0.11
"274",4041,"FIFA Soccer 09","DS",2008,"Sports","Electronic Arts",0.12,0.31,0,0.06,0.49
"275",9561,"Space Bust-A-Move","DS",2008,"Puzzle","Square Enix",0.1,0.02,0,0.01,0.13
"276",7201,"LEGO The Lord of the Rings","PC",2012,"Action","Warner Bros. Interactive Entertainment",0.07,0.13,0,0.03,0.22
"277",6214,"Over the Hedge","DS",2006,"Platform","Activision",0.25,0.01,0,0.02,0.28
"278",9672,"NHL 2K7","PS3",2006,"Sports","Take-Two Interactive",0.11,0,0,0.01,0.12
"279",9851,"Famicom Mini: TwinBee","GBA",2004,"Shooter","Konami Digital Entertainment",0,0,0.12,0,0.12
"280",8079,"Pokémon I Choose You / Squirtle Squad Game Boy Advance Video","GBA",2004,"Misc","Nintendo",0.13,0.05,0,0,0.18
"281",11772,"Jewel Link Chronicles: Legend of Athena","DS",2011,"Puzzle","GSP",0,0.06,0,0.01,0.07
"282",8194,"Backyard Basketball","GBA",2004,"Sports","Atari",0.13,0.05,0,0,0.18
"283",2537,"Patapon","PSP",2007,"Misc","Sony Computer Entertainment",0.33,0.25,0.07,0.17,0.81
"284",6956,"Need For Speed: Undercover","DS",2008,"Racing","Electronic Arts",0.18,0.03,0,0.02,0.23
"285",4166,"Deadpool","PS3",2013,"Action","Activision",0.23,0.17,0,0.08,0.47
"286",16453,"Hyperdimension Neptunia mk2","PS3",2011,"Action","Nippon Ichi Software",0,0.01,0,0,0.01
"287",14994,"Colin McRae Rally 2.0","GBA",2002,"Racing","Codemasters",0.02,0.01,0,0,0.02
"288",8279,"The King of Fighters '97","SAT",1998,"Fighting","SNK",0,0,0.17,0,0.17
"289",4557,"TRON: Evolution","PS3",2010,"Action","Disney Interactive Studios",0.27,0.1,0,0.05,0.43
"290",61,"Just Dance 3","Wii",2011,"Misc","Ubisoft",6.05,3.15,0,1.07,10.26
"291",5688,"BlazBlue: Continuum Shift","X360",2010,"Fighting","PQube",0.23,0.04,0.02,0.02,0.32
"292",13588,"Outlaw Tennis","XB",2005,"Sports","Global Star",0.03,0.01,0,0,0.04
"293",12812,"My Horse & Me: Riding for Gold","Wii",2008,"Sports","Atari",0.04,0.02,0,0,0.06
"294",11510,"Akiba's Trip Plus","PSP",2012,"Adventure","Acquire",0,0,0.08,0,0.08
"295",7877,"SSX Tricky","GBA",2002,"Sports","Electronic Arts",0.14,0.05,0,0,0.19
"296",3564,"Donkey Kong Jungle Climber","DS",2007,"Platform","Nintendo",0.26,0.04,0.24,0.03,0.56
"297",1714,"WWE '12","PS3",2011,"Fighting","THQ",0.53,0.46,0.02,0.17,1.18
"298",2318,"Pure","PS3",2008,"Racing","Disney Interactive Studios",0.42,0.33,0,0.14,0.9
"299",16552,"E.T. The Extra-Terrestrial","GBA",2001,"Action","NewKidCo",0.01,0,0,0,0.01
"300",8602,"Black & Bruised","PS2",2003,"Fighting","Vivendi Games",0.08,0.06,0,0.02,0.16
"301",8490,"F1 Championship Season 2000","PS2",2000,"Racing","Electronic Arts",0.06,0.05,0.03,0.02,0.16
"302",11393,"Meitantei Conan & Kindaichi Shounen no Jikenbou: Meguri au Futari no Meitantei","DS",2009,"Adventure","Namco Bandai Games",0,0,0.08,0,0.08
"303",9485,"Cabela's Alaskan Adventure","X360",2006,"Sports","Activision",0.12,0,0,0.01,0.13
"304",6906,"Sherlock Holmes and the Mystery of Osborne House","DS",2010,"Adventure","Focus Home Interactive",0.07,0.14,0,0.03,0.24
"305",4104,"Destroy All Humans! 2","PS2",2006,"Action","THQ",0.4,0.02,0,0.07,0.48
"306",10582,"World Series of Poker 2008: Battle for the Bracelets","PS3",2007,"Misc","Activision",0.08,0.01,0,0.01,0.1
"307",1939,"NCAA Football 99","PS",1998,"Sports","Electronic Arts",0.59,0.4,0,0.07,1.06
"308",2610,"Star Wars The Clone Wars: Jedi Alliance","DS",2008,"Action","LucasArts",0.62,0.11,0,0.07,0.79
"309",5666,"Monster Lab","Wii",2008,"Role-Playing","Eidos Interactive",0.28,0.02,0,0.02,0.32
"310",14549,"Nippon no Asoko de","PSP",2008,"Misc","Sony Computer Entertainment",0,0,0.03,0,0.03
"311",5267,"Blasto","PS",1998,"Action","Sony Computer Entertainment",0.2,0.13,0,0.02,0.35
"312",11924,"Make 10: A Journey of Numbers","DS",2007,"Puzzle","Nintendo",0,0,0.07,0,0.07
"313",2366,"Buzz! The Mega Quiz","PS2",2007,"Misc","Sony Computer Entertainment",0.32,0.06,0,0.5,0.88
"314",13054,"Summon Night X: Tears Crown","DS",2009,"Role-Playing","Namco Bandai Games",0,0,0.05,0,0.05
"315",13824,"The Chase: Felix Meets Felicity","DS",2009,"Action","Atari",0.04,0,0,0,0.04
"316",9279,"Pet Pals: Animal Doctor","Wii",2008,"Simulation","JoWood Productions",0.13,0,0,0.01,0.14
"317",3437,"Kirby's Dream Course","SNES",1994,"Sports","Nintendo",0,0,0.59,0,0.59
"318",3870,"Harry Potter and the Prisoner of Azkaban","GBA",2004,"Action","Electronic Arts",0.37,0.14,0,0.01,0.52
"319",3845,"Ready 2 Rumble Boxing: Round 2","PS",2000,"Fighting","Midway Games",0.29,0.2,0,0.03,0.52
"320",15839,"The Dark Hills of Cherai","PC",2009,"Puzzle","Unknown",0,0.01,0,0,0.02
"321",6268,"How to Train Your Dragon 2","Wii",2014,"Adventure","Little Orbit",0.05,0.2,0,0.02,0.27
"322",2651,"Need for Speed: ProStreet","PSP",2008,"Racing","Electronic Arts",0.24,0.33,0.01,0.2,0.78
"323",3116,"Fire Emblem: Shadow Dragon","DS",2008,"Role-Playing","Nintendo",0.31,0.03,0.27,0.03,0.65
"324",7627,"NBA 07","PSP",2006,"Sports","Sony Computer Entertainment",0.18,0,0,0.02,0.2
"325",15882,"PachiPara 3D","3DS",2011,"Misc","Irem Software Engineering",0,0,0.02,0,0.02
"326",808,"Warcraft: Orcs & Humans","PC",1994,"Strategy","Activision",0.89,1.08,0,0.11,2.08
"327",9739,"Summon Night 3","PSP",2012,"Role-Playing","Namco Bandai Games",0,0,0.12,0,0.12
"328",15690,"World Class Rugby 2: Kokunai Gekitou Hen '93","SNES",1994,"Sports","Misawa",0,0,0.02,0,0.02
"329",5881,"Romance of the Three Kingdoms VIII","PS2",2002,"Strategy","Tecmo Koei",0.05,0.04,0.19,0.01,0.3
"330",3895,"Pro Evolution Soccer 2010","Wii",2009,"Sports","Konami Digital Entertainment",0.12,0.27,0.06,0.05,0.51
"331",2445,"WWE 2K15","PS3",2014,"Sports","Take-Two Interactive",0.36,0.35,0,0.14,0.85
"332",7196,"Mobile Suit Gundam Seed","PS2",2003,"Action","Namco Bandai Games",0,0,0.22,0,0.22
"333",3904,"Fire Emblem: Radiant Dawn","Wii",2007,"Strategy","Nintendo",0.28,0.03,0.17,0.03,0.51
"334",5855,"Neopets: The Darkest Faerie","PS2",2005,"Adventure","Sony Computer Entertainment",0.15,0.12,0,0.04,0.3
"335",763,"Call of Duty: Roads to Victory","PSP",2007,"Shooter","Activision",0.52,1.03,0,0.59,2.14
"336",4683,"Scooby-Doo and the Cyber Chase","GBA",2001,"Adventure","Ubisoft",0.3,0.11,0,0.01,0.41
"337",9692,"Galidor: Defenders of the Outer Dimension","GBA",2002,"Action","Electronic Arts",0.09,0.03,0,0,0.12
"338",5739,"Tiny Toon Adventures: The Great Beanstalk","PS",1998,"Misc","Sony Computer Entertainment",0.17,0.12,0,0.02,0.31
"339",15644,"Grisaia no Rakuen: Le Eden de la Grisaia","PSV",2014,"Adventure","Prototype",0,0,0.02,0,0.02
"340",9251,"Alvin and the Chipmunks","DS",2007,"Misc","Brash Entertainment",0.12,0,0,0.01,0.14
"341",9105,"Sumikko Gurashi: Omise Hajimerundesu","3DS",2015,"Action","Nippon Columbia",0,0,0.14,0,0.14
"342",13810,"Shadow of the Colossus","PS3",2011,"Action","Sony Computer Entertainment",0,0,0.04,0,0.04
"343",7786,"J-League Excite Stage '96","SNES",1996,"Sports","Epoch",0,0,0.19,0,0.19
"344",13331,"Microsoft Train Simulator","PC",2001,"Simulation","Microsoft Game Studios",0,0.04,0,0.01,0.05
"345",464,"Killzone 2","PS3",2009,"Shooter","Sony Computer Entertainment",1.4,1.07,0.08,0.47,3.02
"346",8640,"Konami Krazy Racers","GBA",2001,"Racing","Konami Digital Entertainment",0.09,0.03,0.04,0,0.16
"347",1437,"Dance Dance Revolution (Japan)","PS",1999,"Simulation","Konami Digital Entertainment",0,0,1.26,0.09,1.35
"348",12153,"Imagine: Gymnast","DS",2008,"Simulation","Ubisoft",0.05,0.01,0,0,0.07
"349",13369,"Super Bubble Pop","GC",2003,"Puzzle","Jaleco",0.04,0.01,0,0,0.05
"350",1085,"SSX 3","PS2",2003,"Sports","Electronic Arts",0.93,0.52,0,0.22,1.67
"351",7385,"NOëL: NOT DiGITAL","PS",1996,"Adventure","Pioneer LDC",0,0,0.2,0.01,0.21
"352",2047,"Ninja Gaiden II","X360",2008,"Action","Tecmo Koei",0.65,0.22,0.05,0.1,1.01
"353",11251,"Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. The Soulless Army","PS2",2006,"Role-Playing","Tecmo Koei",0,0,0.09,0,0.09
"354",4786,"Mouse Trap","2600",1981,"Action","Coleco",0.38,0.02,0,0,0.4
"355",6019,"CSI: Deadly Intent","Wii",2009,"Adventure","Ubisoft",0.13,0.13,0,0.03,0.29
"356",12749,"Girls RPG: Cinderellife","3DS",2012,"Role-Playing","Level 5",0,0,0.06,0,0.06
"357",6349,"Call of Juarez: The Cartel","X360",2011,"Shooter","Ubisoft",0.14,0.11,0,0.03,0.27
"358",782,"Need for Speed: Hot Pursuit 2","PS2",2002,"Racing","Electronic Arts",1.68,0.31,0.02,0.09,2.11
"359",10594,"Tom Clancy's Ghost Recon: Predator","PSP",2010,"Shooter","Ubisoft",0.07,0.02,0,0.02,0.1
"360",11696,"Conflict: Desert Storm","GC",2003,"Shooter","SCi",0.06,0.02,0,0,0.08
"361",7769,"J-League Jikkyou Winning Eleven 3","PS",1997,"Sports","Konami Digital Entertainment",0,0,0.18,0.01,0.19
"362",5273,"Suikoden V","PS2",2006,"Role-Playing","Konami Digital Entertainment",0.08,0.06,0.19,0.02,0.35
"363",9930,"DreamWorks Super Star Kartz","PS3",2011,"Racing","Activision",0.06,0.03,0,0.02,0.12
"364",16259,"Conflict: Denied Ops","PC",2008,"Shooter","Eidos Interactive",0,0.01,0,0,0.01
"365",3590,"Tony Hawk's Proving Ground","X360",2007,"Sports","Activision",0.49,0.02,0,0.04,0.56
"366",11827,"You Don't Know Jack","DS",2011,"Misc","THQ",0.07,0,0,0.01,0.07
"367",11773,"Gundam Battle Tactics","PSP",2005,"Action","Namco Bandai Games",0,0,0.07,0,0.07
"368",15266,"Dragon's Lair","DS",2010,"Platform","Destineer",0.02,0,0,0,0.02
"369",34,"Call of Duty: Black Ops 3","PS4",2015,"Shooter","Activision",5.77,5.81,0.35,2.31,14.24
"370",1778,"Fight Night Champion","PS3",2011,"Fighting","Electronic Arts",0.45,0.51,0,0.19,1.15
"371",2687,"Cabela's Deer Hunt: 2004 Season","PS2",2003,"Sports","Activision Value",0.37,0.29,0,0.1,0.76
"372",3229,"Tiger Woods PGA Tour 12: The Masters","X360",2011,"Sports","Electronic Arts",0.4,0.17,0,0.05,0.63
"373",9605,"Deepak Chopra's Leela","X360",2011,"Misc","THQ",0.07,0.05,0,0.01,0.13
"374",1425,"Tom Clancy's Ghost Recon 2","XB",2004,"Shooter","Ubisoft",0.86,0.45,0,0.06,1.36
"375",8870,"Petz: Dogz Talent Show","DS",2009,"Simulation","Ubisoft",0.14,0,0,0.01,0.15
"376",12579,"Klonoa Beach Volleyball","PS",2002,"Sports","Namco Bandai Games",0.03,0.02,0,0,0.06
"377",7496,"The Wolf Among Us","PS4",2014,"Adventure","Telltale Games",0.1,0.07,0,0.03,0.21
"378",10224,"Vigilante 8: 2nd Offense","N64",2000,"Racing","Activision",0.09,0.02,0,0,0.11
"379",2998,"FIFA Soccer 06","XB",2005,"Sports","Electronic Arts",0.29,0.38,0,0.01,0.68
"380",12529,"Digimon All-Star Rumble","X360",2014,"Fighting","Namco Bandai Games",0.04,0.01,0,0.01,0.06
"381",6524,"Nightmare Creatures","N64",1996,"Action","Activision",0.21,0.05,0,0,0.26
"382",10867,"Forever Kingdom","PS2",2001,"Role-Playing","From Software",0.02,0.02,0.04,0.01,0.09
"383",11796,"Classic Road","PS",1995,"Sports","Victor Interactive",0,0,0.07,0,0.07
"384",3458,"WWE 2K16","XOne",2015,"Sports","Take-Two Interactive",0.31,0.22,0,0.05,0.58
"385",3966,"Hitman: Blood Money","PS2",2006,"Action","Eidos Interactive",0.25,0.19,0,0.06,0.5
"386",8705,"AC/DC LIVE: Rock Band Track Pack","PS2",2008,"Misc","MTV Games",0.08,0.06,0,0.02,0.16
"387",6576,"SpongeBob SquarePants: Lights, Camera, Pants!","XB",2005,"Misc","THQ",0.19,0.06,0,0.01,0.26
"388",2891,"Football Manager 2014","PC",2013,"Sports","Sega",0,0.6,0,0.1,0.71
"389",10472,"Who Wants to Be a Millionaire: 3rd Edition","Wii",2010,"Misc","Ubisoft",0.1,0,0,0.01,0.1
"390",11957,"Football Manager 2010","PC",2009,"Sports","Sega",0,0.06,0,0.01,0.07
"391",2708,"Taiko no Tatsujin: Tatakon de Dodon ga Don","PS2",2002,"Misc","Namco Bandai Games",0,0,0.76,0,0.76
"392",13230,"Worms Reloaded","PC",2010,"Strategy","Team17 Software",0,0.04,0,0.01,0.05
"393",4802,"Thief (2014)","PS3",2014,"Action","Square Enix",0.1,0.2,0.02,0.08,0.4
"394",13276,"FIFA Soccer 10","PC",2009,"Sports","Electronic Arts",0,0.04,0,0.01,0.05
"395",10172,"Mortal Kombat: Deception","GC",2005,"Fighting","Midway Games",0.09,0.02,0,0,0.11
"396",1594,"Black","PS2",2006,"Shooter","Electronic Arts",1.01,0.04,0.03,0.16,1.25
"397",7577,"NHL 17","PS4",2016,"Sports","Electronic Arts",0.13,0.04,0,0.04,0.2
"398",2847,"Ben 10: Protector of Earth","PSP",2007,"Action","D3Publisher",0.23,0.31,0,0.18,0.72
"399",95,"The Legend of Zelda: Ocarina of Time","N64",1998,"Action","Nintendo",4.1,1.89,1.45,0.16,7.6
"400",9616,"NCIS","PS3",2011,"Adventure","Ubisoft",0.07,0.04,0,0.02,0.13
"401",240,"Pitfall!","2600",1981,"Platform","Activision",4.21,0.24,0,0.05,4.5
"402",2245,"SnoCross Championship Racing","PS",1999,"Racing","Ubisoft",0.52,0.35,0,0.06,0.93
"403",2529,"SingStar Vol. 2","PS3",2008,"Misc","Sony Computer Entertainment",0.29,0.4,0,0.13,0.82
"404",8851,"F1 2001","PS2",2001,"Racing","Electronic Arts",0.07,0.06,0,0.02,0.15
"405",3827,"The Grinch","PS",1999,"Adventure","Konami Digital Entertainment",0.29,0.2,0,0.03,0.52
"406",10489,"Rome: Total War","PC",2004,"Strategy","Activision",0,0.08,0,0.02,0.1
"407",4183,"Crazy Taxi: Fare Wars","PSP",2007,"Racing","Sega",0.1,0.22,0.02,0.12,0.47
"408",14630,"Monsters vs. Aliens","PC",2009,"Action","Activision",0.01,0.01,0,0,0.03
"409",16471,"Exstetra","3DS",2013,"Role-Playing","FuRyu",0,0,0.01,0,0.01
"410",864,"Devil May Cry 2","PS2",2003,"Action","Capcom",0.71,0.58,0.51,0.17,1.97
"411",8861,"NHL 09","PS2",2008,"Sports","Electronic Arts",0.07,0.06,0,0.02,0.15
"412",8241,"Rapala Fishing Frenzy 2009","PS3",2008,"Sports","Activision",0.16,0,0,0.01,0.17
"413",14976,"Demigod","PC",2009,"Strategy","Atari",0,0.02,0,0,0.02
"414",6125,"NHL 2K11","Wii",2010,"Sports","Take-Two Interactive",0.24,0.02,0,0.02,0.28
"415",7606,"The Legend of Heroes VII: The Trail of Blue","PSP",2011,"Role-Playing","Falcom Corporation",0,0,0.2,0,0.2
"416",14723,"Negima!? Dream Tactic Yumemiru Otome Princess","PS2",2007,"Strategy","Konami Digital Entertainment",0,0,0.03,0,0.03
"417",12378,"Di-Gata Defenders","DS",2008,"Role-Playing","Game Factory",0.06,0,0,0,0.06
"418",1629,"Star Wars: Battlefront II","PSP",2005,"Shooter","LucasArts",1.05,0.06,0.01,0.11,1.23
"419",16264,"Naxat Soft Reachmania Vol. 1: CR Galaxy Angel","PS2",2008,"Misc","Naxat Soft",0,0,0.01,0,0.01
"420",10010,"Dead Man's Hand","XB",2004,"Shooter","Atari",0.09,0.02,0,0,0.11
"421",10459,"Exit DS","DS",2008,"Puzzle","Square Enix",0.09,0,0.01,0.01,0.1
"422",702,"Mario Bros.","NES",1983,"Platform","Nintendo",0.51,0.12,1.63,0.02,2.28
"423",16217,"Bunmei Kaika: Aoiza Ibunroku Saien","PSP",2012,"Action","FuRyu",0,0,0.01,0,0.01
"424",9695,"Fire ProWrestling S: 6Men Scramble","SAT",1996,"Fighting","Human Entertainment",0,0,0.12,0,0.12
"425",14016,"San Goku Shi DS 3","DS",2010,"Strategy","Tecmo Koei",0,0,0.04,0,0.04
"426",13435,"Nazo Waku Yakata: Oto no Ma ni Ma ni","3DS",2011,"Misc","Capcom",0,0,0.05,0,0.05
"427",7601,"Afro Samurai","PS3",2009,"Action","Atari",0.12,0.05,0,0.03,0.2
"428",8896,"187: Ride or Die","PS2",2005,"Racing","Ubisoft",0.07,0.06,0,0.02,0.15
"429",1219,"Call of Duty: Black Ops II","PC",2012,"Shooter","Activision",0.63,0.69,0,0.21,1.53
"430",15860,"Kadenz fermata//Akkord:fortissimo","PSV",2014,"Adventure","5pb",0,0,0.02,0,0.02
"431",8058,"Driver: San Francisco","PC",2011,"Racing","Ubisoft",0.05,0.1,0,0.03,0.18
"432",1120,"Tiger Woods PGA Tour 2003","PS2",2002,"Sports","Electronic Arts",0.8,0.63,0,0.21,1.64
"433",15895,"Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen","DS",2006,"Action","Takara Tomy",0,0,0.02,0,0.02
"434",11046,"Ratchet & Clank Future: Quest for Booty","PS3",2008,"Platform","Sony Computer Entertainment",0.01,0.06,0,0.02,0.09
"435",14287,"Ultimate Block Party","PSP",2004,"Puzzle","505 Games",0.03,0,0,0,0.03
"436",8274,"Watchmen: The End is Nigh - The Complete Experience","PS3",2009,"Action","Warner Bros. Interactive Entertainment",0.08,0.07,0,0.02,0.17
"437",12387,"A llI S.V.: A Ressha de Gyoukou 3 Super Version","SNES",1995,"Simulation","Pack-In-Video",0,0,0.06,0,0.06
"438",5188,"The Incredibles: Rise of the Underminer","PS2",2005,"Action","THQ",0.18,0.14,0,0.05,0.36
"439",64,"Mario Kart 64","N64",1996,"Racing","Nintendo",5.55,1.94,2.23,0.15,9.87
"440",10357,"Sudokuro","DS",2007,"Puzzle","Crave Entertainment",0.1,0,0,0.01,0.11
"441",11227,"Monster Jam: Urban Assault","PSP",2008,"Racing","Activision",0.08,0,0,0.01,0.09
"442",11057,"2-in-1 Game Pack: Spider-Man & Spider-Man 2","GBA",2005,"Platform","Activision",0.06,0.02,0,0,0.09
"443",13493,"Sekai no Gohan Shaberu! DS Oryouri Navi","DS",2008,"Misc","Nintendo",0,0,0.04,0,0.04
"444",6280,"Need for Speed: Most Wanted","DS",2005,"Racing","Electronic Arts",0.24,0.01,0,0.02,0.27
"445",3560,"LEGO Dimensions","X360",2015,"Action","Warner Bros. Interactive Entertainment",0.24,0.28,0,0.05,0.56
"446",4512,"Rock Band 4","XOne",2015,"Misc","Harmonix Music Systems",0.35,0.04,0,0.04,0.43
"447",2489,"FIFA Soccer World Championship","PS2",2000,"Sports","Electronic Arts",0.27,0.21,0.28,0.07,0.83
"448",11177,"Bella Sara","DS",2008,"Misc","Codemasters",0.04,0.03,0,0.01,0.09
"449",4900,"NBA Live 09","PS2",2008,"Sports","Electronic Arts",0.32,0.01,0.01,0.05,0.39
"450",8620,"Shaun White Skateboarding","X360",2010,"Sports","Ubisoft",0.1,0.05,0,0.01,0.16
"451",16576,"Mini Desktop Racing","Wii",2007,"Racing","Popcorn Arcade",0.01,0,0,0,0.01
"452",620,"Mortal Kombat: Deadly Alliance","PS2",2002,"Fighting","Midway Games",1.81,0.52,0,0.15,2.49
"453",6561,"Frogger's Journey: The Forgotten Relic","GBA",2003,"Action","Konami Digital Entertainment",0.18,0.07,0,0,0.26
"454",9821,"Densha De Go! 64","N64",1999,"Simulation","Taito",0,0,0.05,0.07,0.12
"455",3484,"NBA 2K7","X360",2006,"Sports","Take-Two Interactive",0.53,0,0,0.04,0.58
"456",1796,"Super R.C. Pro-Am","GB",1991,"Racing","Nintendo",0.58,0.37,0.15,0.04,1.14
"457",15925,"Gaku ? Ou: The Royal Seven Stars","PSP",2012,"Role-Playing","Alchemist",0,0,0.02,0,0.02
"458",4317,"Barbie as The Island Princess","Wii",2007,"Adventure","Activision",0.42,0,0,0.03,0.45
"459",7909,"Princess Maker: Yumemiru Yosei","PS",1997,"Strategy","Sony Computer Entertainment",0,0,0.18,0.01,0.19
"460",1139,"Kirby Air Ride","GC",2003,"Racing","Nintendo",1.01,0.11,0.45,0.04,1.62
"461",3298,"Tony Hawk: RIDE","X360",2009,"Sports","Activision",0.46,0.1,0,0.05,0.61
"462",8289,"MX World Tour Featuring Jamie Little","PS2",2005,"Racing","Play It",0.08,0.07,0,0.02,0.17
"463",15452,"Angelique Retour","PSV",2015,"Action","Tecmo Koei",0,0,0.02,0,0.02
"464",11817,"SpongeBob's Truth or Square","X360",2009,"Action","THQ",0.03,0.04,0,0,0.07
"465",15061,"Zero no Tsukaima: Shou-akuma to Harukaze no Concerto","PS2",2007,"Adventure","Marvelous Interactive",0,0,0.02,0,0.02
"466",6726,"Yakuza Zero: The Place of Oath","PS3",2015,"Action","Sega",0,0,0.25,0,0.25
"467",8356,"NBA Live 16","PS4",2015,"Sports","Electronic Arts",0.1,0.04,0,0.03,0.17
"468",9180,"Micro Machines","PS2",2002,"Racing","Atari",0.07,0.05,0,0.02,0.14
"469",11743,"Beat City","DS",2010,"Misc","THQ",0.07,0,0,0.01,0.07
"470",11660,"Stuart Little 3: Big Photo Adventure","PS2",2005,"Platform","Sony Computer Entertainment",0.04,0.03,0,0.01,0.08
"471",6189,"Disney's Treasure Planet","GBA",2002,"Action","Ubisoft",0.2,0.07,0,0.01,0.28
